timestamp,date,time,temp,device_code,serial_number,mode_code
1739305179,2025-02-11,20:19:39,31.2,RC-5+,EFI241107334,TLC30A08B
1739305189,2025-02-11,20:19:49,31.2,RC-5+,EFI241107334,TLC30A08B
1739305199,2025-02-11,20:19:59,31.2,RC-5+,EFI241107334,TLC30A08B
1739305209,2025-02-11,20:20:09,31.2,RC-5+,EFI241107334,TLC30A08B
1739305219,2025-02-11,20:20:19,31.2,RC-5+,EFI241107334,TLC30A08B
1739305229,2025-02-11,20:20:29,31.2,RC-5+,EFI241107334,TLC30A08B
1739305239,2025-02-11,20:20:39,31.2,RC-5+,EFI241107334,TLC30A08B
1739305249,2025-02-11,20:20:49,31.2,RC-5+,EFI241107334,TLC30A08B
1739305259,2025-02-11,20:20:59,31.1,RC-5+,EFI241107334,TLC30A08B
1739305269,2025-02-11,20:21:09,31.1,RC-5+,EFI241107334,TLC30A08B
